filename,width,height,class,xmin,ymin,xmax,ymax
497_affine.jpg,634,499,polyp,208,256,455,479
213_crop.jpg,574,500,polyp,292,312,391,407
200.jpg,574,500,polyp,216,180,303,247
497_lr.jpg,634,499,polyp,72,208,375,460
171_lr.jpg,574,500,polyp,152,264,447,479
281_crop.jpg,574,500,polyp,384,232,532,359
576_ud.jpg,634,499,polyp,496,131,527,167
190_ud.jpg,574,500,polyp,336,184,439,275
476_ud.jpg,634,499,polyp,140,188,199,246
21_crop.jpg,574,500,polyp,168,153,263,350
397_affine.jpg,634,499,polyp,312,264,605,454
20_crop.jpg,574,500,polyp,128,128,262,311
84_ud.jpg,574,500,polyp,336,317,423,371
557_crop.jpg,634,499,polyp,158,112,471,365
272_ud.jpg,574,500,polyp,432,209,487,319
535_affine.jpg,634,499,polyp,344,96,423,174
523_ud.jpg,634,499,polyp,528,288,633,390
18_lr.jpg,574,500,polyp,128,273,263,431
556_crop.jpg,634,499,polyp,160,232,391,399
159_lr.jpg,574,500,polyp,289,248,399,343
257_affine.jpg,574,500,polyp,208,256,351,397
423_ud.jpg,634,499,polyp,48,179,567,383
260_affine.jpg,574,500,polyp,312,216,431,327
199_crop.jpg,574,500,polyp,161,304,247,391
6_crop.jpg,574,500,polyp,265,240,349,311
198_crop.jpg,574,500,polyp,120,320,183,389
268_others.jpg,574,500,polyp,104,200,151,316
136_others.jpg,574,500,polyp,344,240,511,462
343_affine.jpg,574,500,polyp,248,88,343,143
293_lr.jpg,574,500,polyp,120,112,455,263
65_lr.jpg,574,500,polyp,104,200,295,423
393_lr.jpg,634,499,polyp,192,112,367,439
421_affine.jpg,634,499,polyp,328,352,471,498
124_lr.jpg,574,500,polyp,32,232,319,487
265_crop.jpg,574,500,polyp,464,184,519,279
109_affine.jpg,574,500,polyp,360,184,463,470
416_affine.jpg,634,499,polyp,256,328,355,383
264_crop.jpg,574,500,polyp,184,186,223,303
101_others.jpg,574,500,polyp,408,163,527,343
374_affine.jpg,574,500,polyp,168,321,239,383
235_affine.jpg,574,500,polyp,256,360,359,471
567.jpg,634,499,polyp,334,80,432,175
201.jpg,574,500,polyp,205,288,277,351
557_affine.jpg,634,499,polyp,16,129,479,415
215.jpg,574,500,polyp,232,280,367,367
573.jpg,634,499,polyp,464,416,487,454
147_lr.jpg,574,500,polyp,80,248,215,430
229.jpg,574,500,polyp,312,162,462,388
568_others.jpg,634,499,polyp,321,64,439,150
202_affine.jpg,574,500,polyp,130,248,252,349
329_others.jpg,574,500,polyp,152,8,494,223
62_affine.jpg,574,500,polyp,104,280,420,499
443_affine.jpg,634,499,polyp,262,64,535,284
154_others.jpg,574,500,polyp,248,304,383,421
321_affine.jpg,574,500,polyp,0,184,327,415
211_ud.jpg,574,500,polyp,320,50,431,127
540_ud.jpg,634,499,polyp,152,88,319,247
56_crop.jpg,574,500,polyp,168,209,215,263
57_crop.jpg,574,500,polyp,104,184,198,279
311_ud.jpg,574,500,polyp,136,17,551,406
440_ud.jpg,634,499,polyp,312,41,349,103
474_affine.jpg,634,499,polyp,320,136,375,205
55_affine.jpg,574,500,polyp,192,312,263,383
431_ud.jpg,634,499,polyp,360,216,439,333
413.jpg,634,499,polyp,128,232,335,415
360_ud.jpg,574,500,polyp,208,384,262,422
375.jpg,574,500,polyp,152,168,214,223
483_others.jpg,634,499,polyp,400,144,471,271
531_ud.jpg,634,499,polyp,352,353,447,430
260_ud.jpg,574,500,polyp,208,120,319,247
194_affine.jpg,574,500,polyp,40,211,198,350
96_ud.jpg,574,500,polyp,312,152,415,239
349.jpg,574,500,polyp,352,296,463,358
485_crop.jpg,634,499,polyp,0,178,159,342
136_lr.jpg,574,500,polyp,64,242,229,463
381_lr.jpg,634,499,polyp,334,180,391,279
77_lr.jpg,574,500,polyp,208,136,325,223
281_lr.jpg,574,500,polyp,24,240,221,415
383_others.jpg,634,499,polyp,242,241,303,341
177.jpg,574,500,polyp,216,192,327,285
89.jpg,574,500,polyp,328,104,383,151
142_crop.jpg,574,500,polyp,336,240,479,455
324_crop.jpg,574,500,polyp,88,0,279,309
325_crop.jpg,574,500,polyp,104,41,351,247
143_crop.jpg,574,500,polyp,472,226,573,463
155_lr.jpg,574,500,polyp,264,144,382,269
88_ud.jpg,574,500,polyp,288,256,351,310
14_lr.jpg,574,500,polyp,224,288,359,431
297_others.jpg,574,500,polyp,267,154,550,335
188.jpg,574,500,polyp,208,248,287,319
76.jpg,574,500,polyp,272,216,423,397
452_ud.jpg,634,499,polyp,208,56,263,119
416_crop.jpg,634,499,polyp,304,360,390,415
303_ud.jpg,574,500,polyp,112,14,551,478
62.jpg,574,500,polyp,224,241,463,479
552_ud.jpg,634,499,polyp,136,152,422,359
203_ud.jpg,574,500,polyp,336,184,439,287
417_crop.jpg,634,499,polyp,272,312,359,402
69_lr.jpg,574,500,polyp,120,280,213,415
74.jpg,574,500,polyp,256,320,327,447
60.jpg,574,500,polyp,136,161,215,255
485_ud.jpg,634,499,polyp,0,104,173,306
419_lr.jpg,634,499,polyp,152,313,246,406
348_lr.jpg,574,500,polyp,184,224,303,287
286_others.jpg,574,500,polyp,144,304,551,479
519_lr.jpg,634,499,polyp,72,96,183,183
311_crop.jpg,574,500,polyp,201,65,559,383
248_lr.jpg,574,500,polyp,248,256,365,375
177_crop.jpg,574,500,polyp,192,201,279,271
22_ud.jpg,574,500,polyp,73,104,199,287
422_crop.jpg,634,499,polyp,227,384,303,463
423_crop.jpg,634,499,polyp,96,139,527,326
182_lr.jpg,574,500,polyp,432,248,535,359
175.jpg,574,500,polyp,224,264,359,383
464_lr.jpg,634,499,polyp,48,112,263,295
392_others.jpg,634,499,polyp,167,240,221,334
161.jpg,574,500,polyp,184,154,294,239
564_lr.jpg,634,499,polyp,184,88,311,175
235_lr.jpg,574,500,polyp,352,355,455,471
388.jpg,634,499,polyp,169,256,223,347
356_lr.jpg,574,500,polyp,288,200,342,247
219_crop.jpg,574,500,polyp,304,272,439,407
100_ud.jpg,574,500,polyp,448,57,551,311
439.jpg,634,499,polyp,323,152,479,335
84_others.jpg,574,500,polyp,336,128,422,183
41_ud.jpg,574,500,polyp,208,256,303,363
377.jpg,574,500,polyp,176,168,247,223
492_others.jpg,634,499,polyp,145,216,230,318
411.jpg,634,499,polyp,111,288,279,415
185_affine.jpg,574,500,polyp,264,240,334,294
405.jpg,634,499,polyp,150,248,324,407
383_crop.jpg,634,499,polyp,320,232,367,303
363.jpg,574,500,polyp,152,137,263,215
172_others.jpg,574,500,polyp,248,136,375,223
307_affine.jpg,574,500,polyp,96,152,438,391
44_affine.jpg,574,500,polyp,272,200,359,264
452_affine.jpg,634,499,polyp,360,272,422,316
338_others.jpg,574,500,polyp,80,24,447,407
73_affine.jpg,574,500,polyp,304,224,455,375
171_ud.jpg,574,500,polyp,128,17,423,238
145_others.jpg,574,500,polyp,248,216,503,479
330_affine.jpg,574,500,polyp,112,81,573,364
497_ud.jpg,634,499,polyp,257,40,559,287
571_affine.jpg,634,499,polyp,296,187,319,222
359_crop.jpg,574,500,polyp,176,145,215,191
62_crop.jpg,574,500,polyp,248,264,455,447
559.jpg,634,499,polyp,107,32,439,350
63_crop.jpg,574,500,polyp,272,258,471,498
213_affine.jpg,574,500,polyp,171,344,318,463
358_crop.jpg,574,500,polyp,192,144,239,175
576_lr.jpg,634,499,polyp,107,328,135,367
203.jpg,574,500,polyp,336,216,439,310
224_affine.jpg,574,500,polyp,8,320,95,415
565.jpg,634,499,polyp,336,200,447,295
476_lr.jpg,634,499,polyp,434,256,495,310
571.jpg,634,499,polyp,409,176,431,212
217.jpg,574,500,polyp,472,201,551,350
546_affine.jpg,634,499,polyp,403,458,485,498
190_lr.jpg,574,500,polyp,136,224,239,311
244_lr.jpg,574,500,polyp,136,376,266,471
26_affine.jpg,574,500,polyp,264,208,367,295
515_lr.jpg,634,499,polyp,288,169,351,247
118_affine.jpg,574,500,polyp,384,384,559,479
110_others.jpg,574,500,polyp,416,208,551,478
365_affine.jpg,574,500,polyp,242,153,327,230
344_lr.jpg,574,500,polyp,200,25,293,79
415_lr.jpg,634,499,polyp,256,320,463,440
438_others.jpg,634,499,polyp,296,344,351,416
563_crop.jpg,634,499,polyp,290,112,375,198
352_affine.jpg,574,500,polyp,232,129,311,191
19_others.jpg,574,500,polyp,208,224,343,399
11_affine.jpg,574,500,polyp,232,24,414,279
562_crop.jpg,634,499,polyp,272,80,559,399
430_affine.jpg,634,499,polyp,504,296,591,407
251_crop.jpg,574,500,polyp,225,241,343,327
271_affine.jpg,574,500,polyp,96,273,183,406
239_lr.jpg,574,500,polyp,224,120,391,295
568_lr.jpg,634,499,polyp,192,64,311,151
53_ud.jpg,574,500,polyp,248,305,327,390
250_crop.jpg,574,500,polyp,258,370,359,439
279_others.jpg,574,500,polyp,312,200,550,367
513_affine.jpg,634,499,polyp,240,232,379,328
339_lr.jpg,574,500,polyp,136,8,485,359
468_lr.jpg,634,499,polyp,400,168,566,359
524_affine.jpg,634,499,polyp,409,90,525,169
246_affine.jpg,574,500,polyp,312,248,447,375
386_affine.jpg,634,499,polyp,282,240,383,311
147_ud.jpg,574,500,polyp,360,64,495,252
292_affine.jpg,574,500,polyp,152,0,383,252
148_crop.jpg,574,500,polyp,424,240,567,423
540_lr.jpg,634,499,polyp,312,248,485,407
211_lr.jpg,574,500,polyp,145,368,255,447
440_lr.jpg,634,499,polyp,287,400,322,462
311_lr.jpg,574,500,polyp,23,96,431,479
14_crop.jpg,574,500,polyp,200,232,335,350
87_crop.jpg,574,500,polyp,248,228,326,279
216.jpg,574,500,polyp,240,280,375,394
486_affine.jpg,634,499,polyp,48,8,255,206
202.jpg,574,500,polyp,208,200,335,301
199_affine.jpg,574,500,polyp,80,208,191,311
564.jpg,634,499,polyp,326,88,448,175
18_ud.jpg,574,500,polyp,313,72,447,223
523_lr.jpg,634,499,polyp,0,112,101,207
90_affine.jpg,574,500,polyp,289,176,342,239
272_lr.jpg,574,500,polyp,80,176,143,287
84_lr.jpg,574,500,polyp,152,128,238,183
514_crop.jpg,634,499,polyp,224,200,294,311
423_lr.jpg,634,499,polyp,64,117,583,319
159_ud.jpg,574,500,polyp,176,156,287,247
98_others.jpg,574,500,polyp,360,248,495,430
515_crop.jpg,634,499,polyp,346,184,399,252
226_crop.jpg,574,500,polyp,328,298,423,446
2_affine.jpg,574,500,polyp,209,67,263,118
65_ud.jpg,574,500,polyp,280,73,471,303
293_ud.jpg,574,500,polyp,120,232,455,388
124_ud.jpg,574,500,polyp,256,16,535,271
393_ud.jpg,634,499,polyp,267,59,438,385
238_affine.jpg,574,500,polyp,164,192,375,399
155_ud.jpg,574,500,polyp,192,232,311,351
362.jpg,574,500,polyp,160,88,303,187
552_others.jpg,634,499,polyp,136,136,422,350
376.jpg,574,500,polyp,176,162,239,220
14_ud.jpg,574,500,polyp,216,64,351,207
88_lr.jpg,574,500,polyp,224,192,287,239
230_others.jpg,574,500,polyp,352,203,471,388
367_crop.jpg,574,500,polyp,147,129,239,214
101_crop.jpg,574,500,polyp,376,192,479,357
207_others.jpg,574,500,polyp,344,288,455,335
438.jpg,634,499,polyp,296,344,351,416
100_crop.jpg,574,500,polyp,433,184,543,415
565_others.jpg,634,499,polyp,336,200,447,295
366_crop.jpg,574,500,polyp,176,185,254,236
324_others.jpg,574,500,polyp,0,0,223,323
303_lr.jpg,574,500,polyp,24,24,463,485
455_crop.jpg,634,499,polyp,479,168,525,231
452_lr.jpg,634,499,polyp,370,384,423,439
151_affine.jpg,574,500,polyp,112,160,303,310
446_others.jpg,634,499,polyp,144,128,439,399
69_ud.jpg,574,500,polyp,360,88,455,222
454_crop.jpg,634,499,polyp,198,352,253,391
203_lr.jpg,574,500,polyp,136,216,239,311
552_lr.jpg,634,499,polyp,210,136,500,351
159_others.jpg,574,500,polyp,176,252,287,343
67_others.jpg,574,500,polyp,384,241,535,407
50_others.jpg,574,500,polyp,136,256,191,326
389.jpg,634,499,polyp,176,287,223,358
479_affine.jpg,634,499,polyp,475,187,559,327
313_others.jpg,574,500,polyp,200,48,495,431
58_affine.jpg,574,500,polyp,232,122,383,254
166_affine.jpg,574,500,polyp,193,424,367,499
160.jpg,574,500,polyp,176,185,287,261
252_others.jpg,574,500,polyp,264,208,367,327
538_affine.jpg,634,499,polyp,218,121,303,199
530_others.jpg,634,499,polyp,201,144,415,247
174.jpg,574,500,polyp,160,136,279,229
360_lr.jpg,574,500,polyp,313,72,366,119
431_lr.jpg,634,499,polyp,192,168,273,281
96_lr.jpg,574,500,polyp,152,256,263,343
148.jpg,574,500,polyp,401,240,543,479
260_lr.jpg,574,500,polyp,248,256,365,375
265_others.jpg,574,500,polyp,433,176,487,287
531_lr.jpg,634,499,polyp,184,73,279,143
49.jpg,574,500,polyp,192,216,319,351
346_others.jpg,574,500,polyp,288,128,414,199
133_affine.jpg,574,500,polyp,216,264,365,455
371_others.jpg,574,500,polyp,136,171,207,215
104_affine.jpg,574,500,polyp,216,256,439,499
381_ud.jpg,634,499,polyp,240,223,303,316
193_crop.jpg,574,500,polyp,228,354,335,455
136_ud.jpg,574,500,polyp,344,33,511,254
61.jpg,574,500,polyp,448,256,548,399
281_ud.jpg,574,500,polyp,352,82,551,256
192_crop.jpg,574,500,polyp,136,161,255,239
413_others.jpg,634,499,polyp,128,232,335,415
77_ud.jpg,574,500,polyp,248,280,367,359
379_affine.jpg,574,500,polyp,184,200,247,247
32_others.jpg,574,500,polyp,126,232,303,439
297_crop.jpg,574,500,polyp,280,138,550,311
543_affine.jpg,634,499,polyp,265,352,423,446
59.jpg,574,500,polyp,154,120,263,244
296_crop.jpg,574,500,polyp,232,176,527,335
229_others.jpg,574,500,polyp,312,161,462,388
246_lr.jpg,574,500,polyp,208,210,311,327
574_affine.jpg,634,499,polyp,393,120,431,159
71.jpg,574,500,polyp,440,24,518,124
65.jpg,574,500,polyp,280,200,471,423
216_affine.jpg,574,500,polyp,241,232,359,335
346_lr.jpg,574,500,polyp,160,128,287,199
417_lr.jpg,634,499,polyp,258,312,361,407
170.jpg,574,500,polyp,183,320,367,471
76_affine.jpg,574,500,polyp,208,182,407,383
148_affine.jpg,574,500,polyp,353,177,463,397
36_crop.jpg,574,500,polyp,96,248,223,405
457_affine.jpg,634,499,polyp,306,136,350,191
140_others.jpg,574,500,polyp,336,240,541,487
164.jpg,574,500,polyp,112,272,239,375
177_others.jpg,574,500,polyp,216,192,327,287
49_others.jpg,574,500,polyp,192,216,316,351
302_affine.jpg,574,500,polyp,128,0,573,463
468_others.jpg,634,499,polyp,64,168,231,359
51_ud.jpg,574,500,polyp,160,152,207,223
460_affine.jpg,634,499,polyp,405,78,471,183
110_ud.jpg,574,500,polyp,416,22,551,294
41_affine.jpg,574,500,polyp,256,80,353,214
258_lr.jpg,574,500,polyp,208,210,311,327
509_lr.jpg,634,499,polyp,337,203,412,263
32_ud.jpg,574,500,polyp,122,62,300,263
521_affine.jpg,634,499,polyp,507,248,567,347
173_ud.jpg,574,500,polyp,160,273,287,379
358_lr.jpg,574,500,polyp,312,184,358,223
529_others.jpg,634,499,polyp,257,216,382,271
409_lr.jpg,634,499,polyp,305,248,479,407
495_ud.jpg,634,499,polyp,256,40,559,294
274_affine.jpg,574,500,polyp,304,144,559,404
516_affine.jpg,634,499,polyp,308,184,446,342
414.jpg,634,499,polyp,88,241,327,433
574_lr.jpg,634,499,polyp,88,248,119,291
122_others.jpg,574,500,polyp,376,20,551,398
357_affine.jpg,574,500,polyp,129,218,190,255
205_crop.jpg,574,500,polyp,360,257,431,295
366.jpg,574,500,polyp,144,155,239,223
325_lr.jpg,574,500,polyp,224,0,567,215
474_lr.jpg,634,499,polyp,345,128,407,207
204_crop.jpg,574,500,polyp,432,225,529,294
14_affine.jpg,574,500,polyp,160,353,311,499
192_lr.jpg,574,500,polyp,304,128,429,231
400.jpg,634,499,polyp,444,360,519,471
23_affine.jpg,574,500,polyp,408,223,511,375
368_others.jpg,574,500,polyp,152,152,230,223
402_affine.jpg,634,499,polyp,496,222,575,325
360_affine.jpg,574,500,polyp,97,128,158,167
397_others.jpg,634,499,polyp,368,168,567,451
344_crop.jpg,574,500,polyp,312,80,398,127
122_crop.jpg,574,500,polyp,392,112,551,423
405_lr.jpg,634,499,polyp,312,248,486,407
499_ud.jpg,634,499,polyp,107,72,415,335
505_lr.jpg,634,499,polyp,344,0,567,198
123_crop.jpg,574,500,polyp,344,1,495,311
254_lr.jpg,574,500,polyp,248,256,365,375
345_crop.jpg,574,500,polyp,273,73,343,109
476_crop.jpg,634,499,polyp,200,253,246,295
212.jpg,574,500,polyp,272,328,423,439
477_crop.jpg,634,499,polyp,192,145,238,199
574.jpg,634,499,polyp,514,248,543,291
329_lr.jpg,574,500,polyp,80,8,423,223
229_lr.jpg,574,500,polyp,112,160,263,391
43_ud.jpg,574,500,polyp,280,235,375,351
548.jpg,634,499,polyp,91,384,215,449
487_ud.jpg,634,499,polyp,7,104,175,311
188_others.jpg,574,500,polyp,211,248,287,319
161_ud.jpg,574,500,polyp,184,257,294,344
497_others.jpg,634,499,polyp,256,208,559,458
20_ud.jpg,574,500,polyp,112,120,295,346
89_affine.jpg,574,500,polyp,264,0,319,54
81_others.jpg,574,500,polyp,256,104,343,159
566_lr.jpg,634,499,polyp,232,232,345,327
237_lr.jpg,574,500,polyp,208,168,406,407
474_others.jpg,634,499,polyp,224,133,286,207
362_lr.jpg,574,500,polyp,272,88,413,190
55_others.jpg,574,500,polyp,200,240,263,319
94_lr.jpg,574,500,polyp,162,136,239,199
533_lr.jpg,634,499,polyp,336,88,439,191
155_crop.jpg,574,500,polyp,216,176,303,263
321_others.jpg,574,500,polyp,0,200,375,487
154_affine.jpg,574,500,polyp,291,354,423,479
333_crop.jpg,574,500,polyp,48,136,263,468
62_others.jpg,574,500,polyp,224,241,463,479
329_affine.jpg,574,500,polyp,153,0,511,167
443_others.jpg,634,499,polyp,272,0,567,256
332_crop.jpg,574,500,polyp,16,145,381,421
154_crop.jpg,574,500,polyp,282,265,382,367
568_affine.jpg,634,499,polyp,328,80,447,191
383_ud.jpg,634,499,polyp,243,160,303,255
202_others.jpg,574,500,polyp,208,200,335,302
401_crop.jpg,634,499,polyp,156,112,302,255
134_ud.jpg,574,500,polyp,409,116,535,319
400_crop.jpg,634,499,polyp,456,338,534,414
557_others.jpg,634,499,polyp,128,68,543,399
235_others.jpg,574,500,polyp,120,355,223,471
374_others.jpg,574,500,polyp,144,160,206,223
101_affine.jpg,574,500,polyp,384,32,527,191
549.jpg,634,499,polyp,329,304,412,359
493_crop.jpg,634,499,polyp,226,232,495,439
109_others.jpg,574,500,polyp,449,217,550,463
492_crop.jpg,634,499,polyp,152,232,223,301
416_others.jpg,634,499,polyp,216,352,319,407
421_others.jpg,634,499,polyp,264,296,412,431
157_ud.jpg,574,500,polyp,200,48,295,143
213.jpg,574,500,polyp,280,320,423,431
343_others.jpg,574,500,polyp,272,80,343,151
136_affine.jpg,574,500,polyp,269,352,422,499
561.jpg,634,499,polyp,224,118,591,463
207.jpg,574,500,polyp,344,288,455,334
268_affine.jpg,574,500,polyp,109,210,167,343
509_crop.jpg,634,499,polyp,211,200,286,247
260_others.jpg,574,500,polyp,208,256,319,375
301_lr.jpg,574,500,polyp,88,144,487,479
450_lr.jpg,634,499,polyp,345,251,388,295
257_others.jpg,574,500,polyp,208,256,319,375
201_lr.jpg,574,500,polyp,296,288,367,351
550_lr.jpg,634,499,polyp,193,376,271,431
535_others.jpg,634,499,polyp,217,56,317,135
521_lr.jpg,634,499,polyp,152,225,223,305
270_lr.jpg,574,500,polyp,304,184,407,446
421_lr.jpg,634,499,polyp,224,296,367,431
370_lr.jpg,574,500,polyp,360,161,431,223
448_crop.jpg,634,499,polyp,160,128,263,191
367.jpg,574,500,polyp,144,145,231,220
401.jpg,634,499,polyp,160,120,311,255
297_affine.jpg,574,500,polyp,339,104,551,446
449_crop.jpg,634,499,polyp,280,336,327,375
415.jpg,634,499,polyp,169,320,374,440
373.jpg,574,500,polyp,144,161,199,215
67_ud.jpg,574,500,polyp,384,92,535,255
41_crop.jpg,574,500,polyp,264,176,351,255
398.jpg,634,499,polyp,384,232,567,495
291_ud.jpg,574,500,polyp,216,160,527,295
40_crop.jpg,574,500,polyp,312,224,407,319
126_ud.jpg,574,500,polyp,256,16,511,254
391_ud.jpg,634,499,polyp,184,112,231,183
383_affine.jpg,634,499,polyp,248,290,319,389
159.jpg,574,500,polyp,176,253,287,343
540_crop.jpg,634,499,polyp,215,232,343,367
98_lr.jpg,574,500,polyp,80,248,215,430
165.jpg,574,500,polyp,120,288,255,399
171.jpg,574,500,polyp,128,265,423,479
541_crop.jpg,634,499,polyp,96,231,231,343
145_ud.jpg,574,500,polyp,248,16,503,279
272_crop.jpg,574,500,polyp,400,146,439,239
273_crop.jpg,574,500,polyp,256,344,335,439
70.jpg,574,500,polyp,352,297,430,394
58.jpg,574,500,polyp,176,120,303,254
79_ud.jpg,574,500,polyp,256,233,366,301
194_others.jpg,574,500,polyp,176,208,311,319
213_lr.jpg,574,500,polyp,144,320,295,431
483_affine.jpg,634,499,polyp,459,280,566,390
442_lr.jpg,634,499,polyp,168,144,311,327
313_lr.jpg,574,500,polyp,72,48,375,431
138_ud.jpg,574,500,polyp,240,17,495,279
574_crop.jpg,634,499,polyp,543,260,567,293
8.jpg,574,500,polyp,162,160,263,238
185_others.jpg,574,500,polyp,152,240,223,303
492_affine.jpg,634,499,polyp,320,340,383,436
84_affine.jpg,574,500,polyp,328,136,397,207
198.jpg,574,500,polyp,24,280,111,367
66.jpg,574,500,polyp,272,208,431,399
32_lr.jpg,574,500,polyp,272,232,447,437
509_ud.jpg,634,499,polyp,224,240,295,295
258_ud.jpg,574,500,polyp,264,168,365,287
495_lr.jpg,634,499,polyp,72,201,375,454
409_ud.jpg,634,499,polyp,152,94,327,255
358_ud.jpg,574,500,polyp,216,280,263,319
173_lr.jpg,574,500,polyp,280,120,415,223
167.jpg,574,500,polyp,136,368,247,468
99.jpg,574,500,polyp,401,240,543,479
173.jpg,574,500,polyp,160,120,287,223
246_crop.jpg,574,500,polyp,272,211,349,343
574_ud.jpg,634,499,polyp,512,208,543,255
192_ud.jpg,574,500,polyp,144,270,271,372
247_crop.jpg,574,500,polyp,320,377,446,455
474_ud.jpg,634,499,polyp,224,289,286,367
325_ud.jpg,574,500,polyp,7,281,343,499
246_ud.jpg,574,500,polyp,264,168,365,287
417_ud.jpg,634,499,polyp,273,89,375,183
346_ud.jpg,574,500,polyp,288,304,414,375
392_affine.jpg,634,499,polyp,160,208,247,302
51_lr.jpg,574,500,polyp,367,281,415,343
403.jpg,634,499,polyp,392,173,439,222
286_affine.jpg,574,500,polyp,153,275,573,495
365.jpg,574,500,polyp,144,152,238,215
371.jpg,574,500,polyp,136,171,207,215
110_lr.jpg,574,500,polyp,24,208,157,477
417.jpg,634,499,polyp,273,312,375,407
359.jpg,574,500,polyp,216,176,262,221
129_crop.jpg,574,500,polyp,208,161,437,423
74_crop.jpg,574,500,polyp,272,312,327,428
246_others.jpg,574,500,polyp,264,208,367,327
524_others.jpg,634,499,polyp,488,160,591,246
279_affine.jpg,574,500,polyp,289,216,430,468
161_lr.jpg,574,500,polyp,280,154,391,239
513_others.jpg,634,499,polyp,312,210,415,335
487_lr.jpg,634,499,polyp,457,192,631,399
20_lr.jpg,574,500,polyp,280,152,461,375
271_others.jpg,574,500,polyp,144,228,191,351
11_others.jpg,574,500,polyp,360,112,535,367
211.jpg,574,500,polyp,320,368,431,447
430_others.jpg,634,499,polyp,432,241,519,367
395_crop.jpg,634,499,polyp,392,136,574,434
205.jpg,574,500,polyp,349,256,431,303
438_affine.jpg,634,499,polyp,304,376,374,445
19_affine.jpg,574,500,polyp,120,248,255,407
563.jpg,634,499,polyp,328,58,439,151
352_others.jpg,574,500,polyp,304,184,375,231
365_others.jpg,574,500,polyp,144,152,239,215
110_affine.jpg,574,500,polyp,442,0,573,343
239.jpg,574,500,polyp,184,120,351,295
237_ud.jpg,574,500,polyp,168,88,367,334
